geography_type_norm,geography_id,county_name,geography_desc_full,total_units,speed_25_3,speed_100_20,speed_1000_100,pct_broadband_25mbps,pct_broadband_100mbps,county_fips,math_score_avg,reading_score_avg,total_students,n_districts,broadband_category
county,40013,Bryan County,"Bryan County, OK",25079,1.0,0.999960126,0.199848479,100.0,99.9960126,40013,-0.0369840656499598,-0.0369221466359426,68385.0,1.0,High-Speed
county,40015,Caddo County,"Caddo County, OK",15523,1.0,1.0,0.65708948,100.0,100.0,40015,-0.2712421401238009,-0.2707684128281079,52324.0,1.0,High-Speed
county,40017,Canadian County,"Canadian County, OK",69848,1.0,1.0,0.788684,100.0,100.0,40017,0.0635859629603213,0.0634992561010027,243866.0,1.0,High-Speed
county,40019,Carter County,"Carter County, OK",26703,1.0,1.0,0.39306445,100.0,100.0,40019,-0.1405445849122831,-0.1404267587001438,85038.0,1.0,High-Speed
county,40021,Cherokee County,"Cherokee County, OK",28919,1.0,1.0,0.913689962,100.0,100.0,40021,-0.131535348669564,-0.1313353751616448,72464.0,1.0,High-Speed
county,40023,Choctaw County,"Choctaw County, OK",9195,1.0,1.0,0.283523654,100.0,100.0,40023,-0.37610690856355766,-0.37531989594214843,23322.0,1.0,High-Speed
county,40025,Cimarron County,"Cimarron County, OK",2032,1.0,1.0,0.888779528,100.0,100.0,40025,-0.2176958694705108,-0.2176020596776666,3897.0,1.0,High-Speed
county,40027,Cleveland County,"Cleveland County, OK",136132,1.0,1.0,0.868407134,100.0,100.0,40027,0.1264716370016663,0.1262416636983108,409502.0,1.0,High-Speed
county,40029,Coal County,"Coal County, OK",3627,1.0,1.0,0.006892749,100.0,100.0,40029,-0.1065453111238126,-0.10650287446377209,11045.0,1.0,High-Speed
county,40031,Comanche County,"Comanche County, OK",59156,1.0,1.0,0.787713841,100.0,100.0,40031,-0.0341732359505924,-0.0341832400649974,196958.0,1.0,High-Speed
county,40033,Cotton County,"Cotton County, OK",3836,1.0,1.0,0.651199166,100.0,100.0,40033,-0.0430701437503669,-0.0429177704886041,10021.0,1.0,High-Speed
county,40035,Craig County,"Craig County, OK",8144,1.0,1.0,0.287942043,100.0,100.0,40035,-0.217353337784205,-0.21706139755378,28695.0,1.0,High-Speed
county,40039,Custer County,"Custer County, OK",16690,1.0,1.0,0.812402636,100.0,100.0,40039,0.045901434986990494,0.0457505213117678,47843.0,1.0,High-Speed
county,40041,Delaware County,"Delaware County, OK",29981,1.0,1.0,0.676328341,100.0,100.0,40041,-0.1380726300420831,-0.1378713140145752,60159.0,1.0,High-Speed
county,40043,Dewey County,"Dewey County, OK",3537,1.0,1.0,0.504382245,100.0,100.0,40043,-0.0756593670470349,-0.0758171839043208,9846.0,1.0,High-Speed
county,40045,Ellis County,"Ellis County, OK",3184,1.0,1.0,0.499057789,100.0,100.0,40045,-0.0439782022777365,-0.0437223691857369,7713.0,1.0,High-Speed
county,40047,Garfield County,"Garfield County, OK",31901,1.0,1.0,0.819974295,100.0,100.0,40047,-0.1293514960165907,-0.1291767951754385,102004.0,1.0,High-Speed
county,40051,Grady County,"Grady County, OK",28880,1.0,1.0,0.837119114,100.0,100.0,40051,0.0121213429354228,0.0120883007404915,87673.0,1.0,High-Speed
county,40053,Grant County,"Grant County, OK",3580,1.0,1.0,0.511173184,100.0,100.0,40053,-0.0959797825837266,-0.0957376611463982,7206.0,1.0,High-Speed
county,40055,Greer County,"Greer County, OK",3800,1.0,1.0,0.680526316,100.0,100.0,40055,-0.0217363680476711,-0.0217435789633102,8812.0,1.0,High-Speed
county,40057,Harmon County,"Harmon County, OK",2051,1.0,1.0,0.031691858,100.0,100.0,40057,-0.1996084452191281,-0.198536227978387,4922.0,1.0,High-Speed
county,40059,Harper County,"Harper County, OK",2613,1.0,1.0,0.493685419,100.0,100.0,40059,-0.15125990407348927,-0.1498239728470813,6905.0,1.0,High-Speed
county,40061,Haskell County,"Haskell County, OK",7434,1.0,1.0,0.830642992,100.0,100.0,40061,-0.3085149641060877,-0.3076483255351647,20626.0,1.0,High-Speed
county,40065,Jackson County,"Jackson County, OK",14411,1.0,1.0,0.833599334,100.0,100.0,40065,-0.0111978367928932,-0.0112016662109406,44320.0,1.0,High-Speed
county,40067,Jefferson County,"Jefferson County, OK",4020,1.0,1.0,0.326616915,100.0,100.0,40067,-0.3142673410150432,-0.3132498892005346,10320.0,1.0,High-Speed
county,40071,Kay County,"Kay County, OK",25699,1.0,1.0,0.756722051,100.0,100.0,40071,-0.0734695387920167,-0.0733656620222043,73877.0,1.0,High-Speed
county,40073,Kingfisher County,"Kingfisher County, OK",8830,1.0,1.0,0.872593431,100.0,100.0,40073,0.0201598349652184,0.0200277416105197,31835.0,1.0,High-Speed
county,40075,Kiowa County,"Kiowa County, OK",6853,1.0,1.0,0.564132497,100.0,100.0,40075,-0.0759102941921336,-0.0761427789619288,14938.0,1.0,High-Speed
county,40077,Latimer County,"Latimer County, OK",6643,1.0,1.0,0.226704802,100.0,100.0,40077,-0.1977343173892731,-0.1974340250480595,14039.0,1.0,High-Speed
county,40083,Logan County,"Logan County, OK",23573,1.0,1.0,0.596529928,100.0,100.0,40083,-0.1471603447828253,-0.1469623399610666,43526.0,1.0,High-Speed
county,40085,Love County,"Love County, OK",5830,1.0,1.0,0.0,100.0,100.0,40085,-0.2997087951462294,-0.2987426618413713,16006.0,1.0,High-Speed
county,40087,McClain County,"McClain County, OK",21816,1.0,1.0,0.859644298,100.0,100.0,40087,0.0120130897793563,0.011926669654318,69347.0,1.0,High-Speed
county,40089,McCurtain County,"McCurtain County, OK",19076,1.0,1.0,0.77301321,100.0,100.0,40089,-0.1303741614849675,-0.1301797463517109,60922.0,1.0,High-Speed
county,40093,Major County,"Major County, OK",5035,1.0,1.0,0.761866931,100.0,100.0,40093,0.0064072505277232,0.006169253212339001,11299.0,1.0,High-Speed
county,40097,Mayes County,"Mayes County, OK",22905,1.0,0.999956341,0.47740668,100.0,99.9956341,40097,-0.0638726963895216,-0.0637874500768092,67750.0,1.0,High-Speed
county,40099,Murray County,"Murray County, OK",9004,1.0,1.0,0.467347845,100.0,100.0,40099,-0.1270834825286315,-0.1268898062895893,23484.0,1.0,High-Speed
county,40103,Noble County,"Noble County, OK",6402,1.0,1.0,0.609028429,100.0,100.0,40103,-0.10163573980070499,-0.1012900296398391,20202.0,1.0,High-Speed
county,40105,Nowata County,"Nowata County, OK",5817,1.0,1.0,0.001375279,100.0,100.0,40105,-0.1265648328411294,-0.1263881816643361,17118.0,1.0,High-Speed
county,40107,Okfuskee County,"Okfuskee County, OK",6112,1.0,1.0,0.682755236,100.0,100.0,40107,-0.4118700861189905,-0.4109216685260484,18504.0,1.0,High-Speed
county,40109,Oklahoma County,"Oklahoma County, OK",405239,1.0,0.999997532,0.751173999,100.0,99.9997532,40109,-0.1722912916797212,-0.1721423009122954,1149852.0,1.0,High-Speed
county,40115,Ottawa County,"Ottawa County, OK",16484,1.0,1.0,0.40305751,100.0,100.0,40115,-0.1981604651892945,-0.197820280686613,55127.0,1.0,High-Speed
county,40117,Pawnee County,"Pawnee County, OK",9505,1.0,1.0,0.433982115,100.0,100.0,40117,-0.2473429674518253,-0.2470176808828737,25023.0,1.0,High-Speed
county,40119,Payne County,"Payne County, OK",42417,1.0,1.0,0.697856991,100.0,100.0,40119,0.0849681948271234,0.0848517741928228,98696.0,1.0,High-Speed
county,40129,Roger Mills County,"Roger Mills County, OK",2908,1.0,1.0,0.199793673,100.0,100.0,40129,0.1720727301700854,0.1719843471371184,6703.0,1.0,High-Speed
county,40133,Seminole County,"Seminole County, OK",13865,1.0,1.0,0.550162279,100.0,100.0,40133,-0.3268453965958985,-0.326328221206196,47222.0,1.0,High-Speed
county,40135,Sequoyah County,"Sequoyah County, OK",22491,1.0,1.0,0.791872304,100.0,100.0,40135,-0.0514410948283726,-0.0514044138185418,76427.0,1.0,High-Speed
county,40137,Stephens County,"Stephens County, OK",23997,1.0,1.0,0.610367963,100.0,100.0,40137,-0.0877753803254749,-0.0877231939945933,75002.0,1.0,High-Speed
county,40139,Texas County,"Texas County, OK",10881,1.0,1.0,0.993566768,100.0,100.0,40139,-0.261762018375005,-0.2612552694996249,41623.0,1.0,High-Speed
county,40141,Tillman County,"Tillman County, OK",5164,1.0,1.0,0.498450813,100.0,100.0,40141,-0.2732129966867199,-0.2723673733063403,13156.0,1.0,High-Speed
county,40143,Tulsa County,"Tulsa County, OK",336772,1.0,0.999991092,0.778443576,100.0,99.9991092,40143,-0.1534170702633939,-0.1533087334026664,1039253.0,1.0,High-Speed
county,40145,Wagoner County,"Wagoner County, OK",38714,1.0,1.0,0.768817482,100.0,100.0,40145,-0.1314526241687588,-0.1312868681385789,88800.0,1.0,High-Speed
county,40147,Washington County,"Washington County, OK",27459,1.0,1.0,0.640336502,100.0,100.0,40147,0.1311314876599148,0.1308488957962211,76218.0,1.0,High-Speed
county,40149,Washita County,"Washita County, OK",7276,1.0,1.0,0.371220451,100.0,100.0,40149,-0.0604793554900952,-0.0604099104611868,19497.0,1.0,High-Speed
county,40151,Woods County,"Woods County, OK",6231,1.0,1.0,0.316000642,100.0,100.0,40151,0.0012959717742333,0.0015411481096898997,11711.0,1.0,High-Speed
county,40153,Woodward County,"Woodward County, OK",12265,1.0,1.0,0.854300856,100.0,100.0,40153,-0.1615926565964628,-0.161333463783483,33589.0,1.0,High-Speed
county,41001,Baker County,"Baker County, OR",10358,1.0,1.0,0.646360301,100.0,100.0,41001,-0.0214023030950965,-0.0210935048445403,15934.0,1.0,High-Speed
county,41003,Benton County,"Benton County, OR",44921,1.0,1.0,0.330424523,100.0,100.0,41003,0.2152030333321927,0.2144779477214386,89200.0,1.0,High-Speed
county,41005,Clackamas County,"Clackamas County, OR",189970,1.0,1.0,0.6998684,100.0,100.0,41005,0.1422545138935283,0.1418000578309897,505932.0,1.0,High-Speed
county,41007,Clatsop County,"Clatsop County, OR",27016,1.0,0.999962985,0.084505478,100.0,99.99629850000001,41007,-0.1741316323957679,-0.1739253725562728,45278.0,1.0,High-Speed
county,41009,Columbia County,"Columbia County, OR",24230,1.0,1.0,0.400990508,100.0,100.0,41009,-0.1380048755316824,-0.1378314576489527,69036.0,1.0,High-Speed
county,41011,Coos County,"Coos County, OR",36829,1.0,1.0,0.647560346,100.0,100.0,41011,-0.224705396018504,-0.2245462149083279,61681.0,1.0,High-Speed
county,41015,Curry County,"Curry County, OR",15301,1.0,1.0,0.936736161,100.0,100.0,41015,-0.2379709909604052,-0.2372067355840047,18327.0,1.0,High-Speed
county,41017,Deschutes County,"Deschutes County, OR",116551,1.0,1.0,0.19914887,100.0,100.0,41017,0.1822416763351964,0.1801626306107541,146053.0,1.0,High-Speed
county,41019,Douglas County,"Douglas County, OR",59807,1.0,1.0,0.780761449,100.0,100.0,41019,-0.2274860413272649,-0.2272034254366959,127773.0,1.0,High-Speed
county,41021,Gilliam County,"Gilliam County, OR",1447,1.0,1.0,0.371112647,100.0,100.0,41021,-0.12403243211582532,-0.1240554505291444,2357.0,1.0,High-Speed
county,41023,Grant County,"Grant County, OR",5568,1.0,1.0,0.77262931,100.0,100.0,41023,-0.0625659643085153,-0.0627890818567369,7797.0,1.0,High-Speed
county,41025,Harney County,"Harney County, OR",5199,1.0,1.0,0.001346413,100.0,100.0,41025,-0.1123907946415196,-0.1121152184984191,8760.0,1.0,High-Speed
county,41027,Hood River County,"Hood River County, OR",12040,1.0,1.0,0.671843854,100.0,100.0,41027,0.0503517391829426,0.0474336801668078,25524.0,1.0,High-Speed
county,41029,Jackson County,"Jackson County, OR",108879,1.0,0.999981631,0.347716272,100.0,99.9981631,41029,-0.132904394961555,-0.1327605078217184,259128.0,1.0,High-Speed
county,41033,Josephine County,"Josephine County, OR",44309,1.0,0.999954862,0.515583741,100.0,99.9954862,41033,-0.0703188070072152,-0.070691506073395,84289.0,1.0,High-Speed
county,41035,Klamath County,"Klamath County, OR",40240,1.0,1.0,0.475149105,100.0,100.0,41035,-0.2544706685524,-0.2541246919188172,85386.0,1.0,High-Speed
county,41037,Lake County,"Lake County, OR",5735,1.0,1.0,0.016564952,100.0,100.0,41037,-0.1289197667577213,-0.1286284977952539,8756.0,1.0,High-Speed
county,41039,Lane County,"Lane County, OR",185877,1.0,1.0,0.794729848,100.0,100.0,41039,-0.0520132679665671,-0.0514059779160397,261485.0,1.0,High-Speed
county,41041,Lincoln County,"Lincoln County, OR",37828,1.0,1.0,0.279792746,100.0,100.0,41041,-0.2581862916027384,-0.2568073022311274,35905.0,1.0,High-Speed
county,41043,Linn County,"Linn County, OR",58299,1.0,1.0,0.417828779,100.0,100.0,41043,-0.1970368474301192,-0.1968033334985079,152923.0,1.0,High-Speed
county,41045,Malheur County,"Malheur County, OR",14751,1.0,1.0,0.222764558,100.0,100.0,41045,-0.2590421145900106,-0.258675785307849,47771.0,1.0,High-Speed
county,41047,Marion County,"Marion County, OR",146207,1.0,1.0,0.599294151,100.0,100.0,41047,-0.2471031516818758,-0.246803058743788,479757.0,1.0,High-Speed
county,41049,Morrow County,"Morrow County, OR",5929,1.0,1.0,0.27795581,100.0,100.0,41049,-0.3190719458628796,-0.3183043013181567,21395.0,1.0,High-Speed
county,41051,Multnomah County,"Multnomah County, OR",418282,1.0,1.0,0.812088495,100.0,100.0,41051,-0.1086020173089042,-0.108225550683771,517612.0,1.0,High-Speed
county,41053,Polk County,"Polk County, OR",38019,1.0,1.0,0.828664615,100.0,100.0,41053,-0.08793350219489972,-0.0878504325174937,105830.0,1.0,High-Speed
county,41055,Sherman County,"Sherman County, OR",1337,1.0,1.0,0.401645475,100.0,100.0,41055,0.0171509212769359,0.017151327180542,2010.0,1.0,High-Speed
county,41057,Tillamook County,"Tillamook County, OR",21322,1.0,1.0,0.017587468,100.0,100.0,41057,-0.1510494975577465,-0.1507751130585449,29906.0,1.0,High-Speed
county,41059,Umatilla County,"Umatilla County, OR",37378,1.0,1.0,0.560062069,100.0,100.0,41059,-0.2201276541649732,-0.2198117141961109,125108.0,1.0,High-Speed
county,41061,Union County,"Union County, OR",13594,1.0,1.0,0.525084596,100.0,100.0,41061,-0.1535280511069317,-0.1535012603493224,32410.0,1.0,High-Speed
county,41063,Wallowa County,"Wallowa County, OR",5245,1.0,1.0,0.558627264,100.0,100.0,41063,0.0490025997026949,0.0484056593251491,7528.0,1.0,High-Speed
county,41065,Wasco County,"Wasco County, OR",15068,1.0,1.0,0.489514202,100.0,100.0,41065,-0.238400063193951,-0.2379114945379383,30112.0,1.0,High-Speed
county,41067,Washington County,"Washington County, OR",264886,1.0,0.999988674,0.916749092,100.0,99.99886740000001,41067,0.1970330689471047,0.19672353322724018,781935.0,1.0,High-Speed
county,41069,Wheeler County,"Wheeler County, OR",1164,1.0,1.0,0.014604811,100.0,100.0,41069,-0.0661667173101395,-0.0660177336774993,646.0,1.0,High-Speed
county,41071,Yamhill County,"Yamhill County, OR",48509,1.0,1.0,0.585623286,100.0,100.0,41071,-0.0194178642223807,-0.0195026971830843,139319.0,1.0,High-Speed
county,42003,Allegheny County,"Allegheny County, PA",665792,1.0,0.999998498,0.742305405,100.0,99.99984979999999,42003,0.2439797938852872,0.24359363157465508,1450043.0,1.0,High-Speed
county,42005,Armstrong County,"Armstrong County, PA",36878,1.0,0.999945767,0.675714518,100.0,99.99457670000001,42005,0.1470225654421809,0.1467422473029208,90242.0,1.0,High-Speed
county,42011,Berks County,"Berks County, PA",190629,1.0,0.999989508,0.835937869,100.0,99.9989508,42011,0.0232567800615184,0.0231456307844501,655549.0,1.0,High-Speed
county,42013,Blair County,"Blair County, PA",64412,1.0,0.99996895,0.360864435,100.0,99.996895,42013,0.1343908922551682,0.1341229697841722,175666.0,1.0,High-Speed
county,42017,Bucks County,"Bucks County, PA",288522,1.0,1.0,0.726578909,100.0,100.0,42017,0.4087696049380952,0.4081228348437758,866196.0,1.0,High-Speed
county,42021,Cambria County,"Cambria County, PA",74302,1.0,0.999986541,0.080401604,100.0,99.9986541,42021,0.0908479636169199,0.0906160576151144,177054.0,1.0,High-Speed
county,42023,Cameron County,"Cameron County, PA",4485,1.0,1.0,0.756521739,100.0,100.0,42023,0.0864399121186487,0.085679811434868,5742.0,1.0,High-Speed
county,42025,Carbon County,"Carbon County, PA",37357,1.0,1.0,0.213828734,100.0,100.0,42025,0.0017110105004666,0.0015692077500329,89629.0,1.0,High-Speed
county,42027,Centre County,"Centre County, PA",76373,1.0,0.999947625,0.341128409,100.0,99.99476250000001,42027,0.4159116517012052,0.41464200237276994,113341.0,1.0,High-Speed
county,42029,Chester County,"Chester County, PA",248442,1.0,1.0,0.550027773,100.0,100.0,42029,0.5301032154294151,0.529268834728152,754009.0,1.0,High-Speed
county,42035,Clinton County,"Clinton County, PA",21586,1.0,1.0,0.385388678,100.0,100.0,42035,-0.0334956699714304,-0.0335689589023104,45093.0,1.0,High-Speed
county,42041,Cumberland County,"Cumberland County, PA",126039,1.0,1.0,0.475932053,100.0,100.0,42041,0.3424760818860687,0.3419488619968674,322118.0,1.0,High-Speed
county,42043,Dauphin County,"Dauphin County, PA",144276,1.0,1.0,0.356531925,100.0,100.0,42043,-0.050814749804582,-0.050822312160315,363598.0,1.0,High-Speed
county,42045,Delaware County,"Delaware County, PA",249677,1.0,1.0,0.968947881,100.0,100.0,42045,0.11751115289870212,0.1172270495727643,738951.0,1.0,High-Speed
county,42047,Elk County,"Elk County, PA",19361,1.0,0.99994835,0.704095863,100.0,99.99483500000001,42047,0.2766958799608831,0.2761126695879602,36508.0,1.0,High-Speed
county,42053,Forest County,"Forest County, PA",7875,1.0,1.0,0.024761905,100.0,100.0,42053,-0.0809796813125864,-0.0814360476631605,4703.0,1.0,High-Speed
county,42055,Franklin County,"Franklin County, PA",75157,1.0,0.999946778,0.61138683,100.0,99.9946778,42055,0.1058479834333752,0.10565188889999551,217050.0,1.0,High-Speed
county,42057,Fulton County,"Fulton County, PA",9675,1.0,1.0,0.297777778,100.0,100.0,42057,0.2712869092781308,0.270386111065222,21237.0,1.0,High-Speed
county,42059,Greene County,"Greene County, PA",21794,1.0,0.999954116,0.615123428,100.0,99.9954116,42059,-0.05032118763030359,-0.0502982320892651,50903.0,1.0,High-Speed
county,42061,Huntingdon County,"Huntingdon County, PA",27233,1.0,0.99996328,0.114126244,100.0,99.996328,42061,-0.084589145003908,-0.0846222068253561,53741.0,1.0,High-Speed
county,42065,Jefferson County,"Jefferson County, PA",25254,1.0,0.999960402,0.312148571,100.0,99.9960402,42065,0.1373734680576081,0.1370817628307763,53073.0,1.0,High-Speed
county,42069,Lackawanna County,"Lackawanna County, PA",113433,1.0,0.999973553,0.832112348,100.0,99.9973553,42069,0.059138120097004594,0.058903491772442806,278642.0,1.0,High-Speed
county,42071,Lancaster County,"Lancaster County, PA",244689,1.0,0.999983653,0.835566781,100.0,99.9983653,42071,0.20049956670262697,0.2001669401044288,661618.0,1.0,High-Speed
county,42075,Lebanon County,"Lebanon County, PA",65562,1.0,1.0,0.353116134,100.0,100.0,42075,0.0372458592015693,0.0370944413884504,192163.0,1.0,High-Speed
county,42077,Lehigh County,"Lehigh County, PA",168134,1.0,1.0,0.27196165,100.0,100.0,42077,0.0512899529052696,0.0511349507511797,556325.0,1.0,High-Speed
county,42079,Luzerne County,"Luzerne County, PA",167374,1.0,0.999994025,0.801827046,100.0,99.9994025,42079,-0.05879983488015281,-0.0588597633606501,430557.0,1.0,High-Speed
county,42081,Lycoming County,"Lycoming County, PA",63067,1.0,0.999984144,0.564019218,100.0,99.9984144,42081,0.2636237761436679,0.2632263216351252,158838.0,1.0,High-Speed
county,42089,Monroe County,"Monroe County, PA",87353,1.0,0.999988552,0.201000538,100.0,99.99885520000001,42089,0.0836828750694629,0.0835542190269425,242651.0,1.0,High-Speed
county,42091,Montgomery County,"Montgomery County, PA",358305,1.0,1.0,0.691494676,100.0,100.0,42091,0.5103269957794495,0.5095747999022161,1029546.0,1.0,High-Speed
county,42095,Northampton County,"Northampton County, PA",142058,1.0,1.0,0.095510285,100.0,100.0,42095,0.1340103840889526,0.1337054246093454,412111.0,1.0,High-Speed
county,42097,Northumberland County,"Northumberland County, PA",50815,1.0,0.999960642,0.866555151,100.0,99.9960642,42097,0.07975400514309429,0.0795983060502298,114186.0,1.0,High-Speed
county,42099,Perry County,"Perry County, PA",22213,1.0,0.999954981,0.397605006,100.0,99.9954981,42099,0.0471621038970322,0.0470169371459185,62072.0,1.0,High-Speed
county,42101,Philadelphia County,"Philadelphia County, PA",805564,1.0,1.0,0.815696829,100.0,100.0,42101,-0.516208259264927,-0.5156409487248856,1875967.0,1.0,High-Speed
county,42103,Pike County,"Pike County, PA",44969,1.0,1.0,0.110009117,100.0,100.0,42103,0.2797250047955072,0.2790759132282652,99277.0,1.0,High-Speed
county,42105,Potter County,"Potter County, PA",15445,1.0,1.0,0.779993525,100.0,100.0,42105,0.0513718900601471,0.05114196838384471,21978.0,1.0,High-Speed
county,42119,Union County,"Union County, PA",19228,1.0,1.0,0.764614104,100.0,100.0,42119,0.4906210090059394,0.4895081314839917,43811.0,1.0,High-Speed
county,42125,Washington County,"Washington County, PA",116143,1.0,0.99998278,0.558647529,100.0,99.998278,42125,0.2765483755812572,0.276084989369258,279335.0,1.0,High-Speed
county,42133,York County,"York County, PA",212511,0.999990589,0.999952944,0.50384686,99.99905890000001,99.9952944,42133,0.1853010620397059,0.1849863920174202,644481.0,1.0,High-Speed
county,44001,Bristol County,"Bristol County, RI",23927,1.0,1.0,0.617712208,100.0,100.0,44001,0.5755610583545744,0.5743663432128732,62289.0,1.0,High-Speed
county,44003,Kent County,"Kent County, RI",86329,1.0,1.0,0.062933661,100.0,100.0,44003,0.1751353852718298,0.1747064448465801,198097.0,1.0,High-Speed
county,44005,Newport County,"Newport County, RI",50266,1.0,1.0,0.812079736,100.0,100.0,44005,0.24857476503320336,0.248118808200618,85609.0,1.0,High-Speed
county,44007,Providence County,"Providence County, RI",305959,1.0,1.0,0.479420445,100.0,100.0,44007,-0.18738513213105717,-0.1872248304485309,812302.0,1.0,High-Speed
county,44009,Washington County,"Washington County, RI",75055,1.0,1.0,0.127986143,100.0,100.0,44009,0.4475885552868612,0.4468564490729482,154222.0,1.0,High-Speed
county,45001,Abbeville County,"Abbeville County, SC",13939,1.0,1.0,0.961474998,100.0,100.0,45001,0.1411913561339283,0.1412769357747919,32260.0,1.0,High-Speed
county,45003,Aiken County,"Aiken County, SC",91345,1.0,1.0,0.911281406,100.0,100.0,45003,-0.2158966193519595,-0.21573891087564787,239639.0,1.0,High-Speed
county,45005,Allendale County,"Allendale County, SC",5450,1.0,1.0,0.741834862,100.0,100.0,45005,-0.9873461684819443,-0.9838658103688626,12831.0,1.0,High-Speed
county,45007,Anderson County,"Anderson County, SC",111172,1.0,1.0,0.325828446,100.0,100.0,45007,0.0413496117612124,0.0412679254484343,316958.0,1.0,High-Speed
county,45009,Bamberg County,"Bamberg County, SC",9320,1.0,1.0,0.677896996,100.0,100.0,45009,-0.385370438530366,-0.3842816485377726,21156.0,1.0,High-Speed
county,45011,Barnwell County,"Barnwell County, SC",13284,1.0,1.0,0.698208371,100.0,100.0,45011,-0.504744408356483,-0.5037732648113434,39484.0,1.0,High-Speed
county,45013,Beaufort County,"Beaufort County, SC",116344,1.0,1.0,0.529937083,100.0,100.0,45013,-0.1080019250601642,-0.1078342403301871,209721.0,1.0,High-Speed
county,45015,Berkeley County,"Berkeley County, SC",116732,1.0,1.0,0.801793853,100.0,100.0,45015,-0.1034647734942256,-0.1034404247803551,319712.0,1.0,High-Speed
county,45017,Calhoun County,"Calhoun County, SC",11246,1.0,1.0,0.94549173,100.0,100.0,45017,-0.2999181735239767,-0.2991339176037025,16874.0,1.0,High-Speed
county,45019,Charleston County,"Charleston County, SC",239423,1.0,0.999983293,0.54277158,100.0,99.9983293,45019,-0.0199999267669127,-0.0200181818176601,451920.0,1.0,High-Speed
county,45021,Cherokee County,"Cherokee County, SC",28572,1.0,1.0,0.218430631,100.0,100.0,45021,-0.3247081954063437,-0.3241587841779895,88394.0,1.0,High-Speed
county,45023,Chester County,"Chester County, SC",17811,1.0,1.0,0.33131211,100.0,100.0,45023,-0.484337727327727,-0.483537084377433,53012.0,1.0,High-Speed
county,45025,Chesterfield County,"Chesterfield County, SC",25702,1.0,1.0,0.79666952,100.0,100.0,45025,-0.3065820562797469,-0.3061096160507283,73720.0,1.0,High-Speed
county,45027,Clarendon County,"Clarendon County, SC",21470,1.0,1.0,0.804657662,100.0,100.0,45027,-0.3495091160483724,-0.34894709345875463,49305.0,1.0,High-Speed
county,45029,Colleton County,"Colleton County, SC",23962,1.0,1.0,0.912319506,100.0,100.0,45029,-0.5297125026146885,-0.5289291229355169,59460.0,1.0,High-Speed
county,45031,Darlington County,"Darlington County, SC",40771,1.0,1.0,0.116896814,100.0,100.0,45031,-0.3229742917176547,-0.3224915940247278,105079.0,1.0,High-Speed
county,45033,Dillon County,"Dillon County, SC",20349,1.0,1.0,0.194014448,100.0,100.0,45033,-0.387203476091087,-0.3864685522000739,58468.0,1.0,High-Speed
county,45035,Dorchester County,"Dorchester County, SC",79165,1.0,1.0,0.557708583,100.0,100.0,45035,0.110980403382897,0.1107313062001275,268605.0,1.0,High-Speed
county,45039,Fairfield County,"Fairfield County, SC",13316,1.0,1.0,0.674752178,100.0,100.0,45039,-0.520185647933199,-0.5191422980400092,28500.0,1.0,High-Speed
county,45041,Florence County,"Florence County, SC",75548,1.0,1.0,0.331828771,100.0,100.0,45041,-0.3024276038252083,-0.302118851281675,229336.0,1.0,High-Speed
county,45043,Georgetown County,"Georgetown County, SC",47684,1.0,1.0,0.411207113,100.0,100.0,45043,-0.2224981313094061,-0.2222389951541027,96848.0,1.0,High-Speed
county,45045,Greenville County,"Greenville County, SC",269559,1.0,0.99999629,0.478845077,100.0,99.999629,45045,0.0149149608799244,0.014866693128556098,748732.0,1.0,High-Speed
county,45047,Greenwood County,"Greenwood County, SC",37130,1.0,1.0,0.845758147,100.0,100.0,45047,-0.2089701042312382,-0.2087307594240877,112986.0,1.0,High-Speed
county,45049,Hampton County,"Hampton County, SC",11598,1.0,1.0,0.732798758,100.0,100.0,45049,-0.4928740743756592,-0.4918594239974403,32626.0,1.0,High-Speed
county,45051,Horry County,"Horry County, SC",251973,1.0,1.0,0.759886972,100.0,100.0,45051,0.0647927708404287,0.064730524751556,411742.0,1.0,High-Speed
county,45053,Jasper County,"Jasper County, SC",18498,1.0,1.0,0.82965726,100.0,100.0,45053,-0.8738873767565951,-0.872175327674524,32019.0,1.0,High-Speed
county,45055,Kershaw County,"Kershaw County, SC",37380,1.0,1.0,0.548662386,100.0,100.0,45055,-0.1292422343472551,-0.1291598185516304,106750.0,1.0,High-Speed
county,45057,Lancaster County,"Lancaster County, SC",50259,1.0,1.0,0.903798325,100.0,100.0,45057,-0.1430728590208243,-0.1428022884134897,123430.0,1.0,High-Speed
county,45059,Laurens County,"Laurens County, SC",41838,1.0,1.0,0.536282805,100.0,100.0,45059,-0.3104110464117146,-0.3099702192301288,89998.0,1.0,High-Speed
county,45061,Lee County,"Lee County, SC",10454,1.0,1.0,0.694471016,100.0,100.0,45061,-0.923865157847597,-0.9217855329255314,22258.0,1.0,High-Speed
county,45063,Lexington County,"Lexington County, SC",150257,1.0,1.0,0.675862023,100.0,100.0,45063,-0.0161398939905152,-0.0162033522301052,487532.0,1.0,High-Speed
county,45065,McCormick County,"McCormick County, SC",7441,1.0,1.0,0.993146083,100.0,100.0,45065,-0.5681583209844137,-0.5665324311530713,7991.0,1.0,High-Speed
county,45067,Marion County,"Marion County, SC",17860,1.0,1.0,0.317917133,100.0,100.0,45067,-0.7029116521213975,-0.7016605395573359,47819.0,1.0,High-Speed
